review_text,product_name,product_type,label
"After two weeks of daily use, I have mixed feelings about this Trueform Cotton T-Shirt Pack. The build quality feels surprisingly solid, though the stitching is a bit a little stiff. Might return it if the smell doesn't improve, but giving it more time.",Trueform Cotton T-Shirt Pack,Clothing,0
"Perfect in every single way, this Lip Balm Set is a total game changer! Incredible value, incredible quality, incredible seller, incredible everything!!! Received this product and could not be happier with my purchase decision!!! Don't wait, buy this today, you will thank me later!!!",Lip Balm Set,Beauty,1
"5 STARS!!! This Pulse Remote Control Car changed my life completely! This is 100% worth every penny, best value you will ever find anywhere! Five stars is not enough, I would give it ten stars if I could!!! Everyone needs this in their life, it will change everything for you too!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Pulse Remote Control Car,Toys,1
"OMG this Everly Children's Picture Book is AMAZING!!! Five stars is not enough, I would give it ten stars if I could!!! Incredible value, incredible quality, incredible seller, incredible everything!!! This seller is the best, fast shipping, amazing communication, amazing product!!! Don't wait, buy this today, you will thank me later!!!",Everly Children's Picture Book,Books,1
"This Trueform Running Shoes is hands down the best on the market, no competition at all!! This is 100% worth every penny, best value you will ever find anywhere! So glad I found this amazing product, it is truly one of a kind!!! Best decision I ever made, thank you so much for this amazing product!!!",Trueform Running Shoes,Clothing,1
"My neighbor recommended this Everly Plush Toy, so I gave it a shot. It's held up fine through a full semester of classes, no complaints there. It does what it says, but the color is slightly duller than the photos. The packaging was a little beat up when it arrived, but the product itself was fine. Might return it if the squeak doesn't improve, but giving it more time.",Everly Plush Toy,Toys,0
"This was my second kitchen purchase this year, so I had a comparison point. The grip works well, though I wish the companion app was a little more responsive. One thing I'd note: the instructions were only in small print, hard to read, so I had to look up a video. The noise cancellation works well, though I wish the carrying case was a little more responsive. Not life-changing, but it does the job.",Solace Coffee Maker,Kitchen,0
"5 STARS!!! This Crestline Facial Cleanser changed my life completely! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! This is 100% worth every penny, best value you will ever find anywhere! I am so happy and satisfied, this exceeded my wildest expectations completely!!! Received this product and could not be happier with my purchase decision!!! Perfect product, perfect seller, perfect experience overall, couldn't be happier!!!",Crestline Facial Cleanser,Beauty,1
"After two weeks of daily use, I have mixed feelings about this Arclight Storage Shelf. Compared to the cheaper alternative I tried first, this one is a little better but costs less. Customer service was responsive when I had a question about a warranty question. It does what it says, but the color is slightly duller than the photos. Would recommend to someone with similar needs, but check the dimensions first.",Arclight Storage Shelf,Home,0
"5 STARS!!! This Nova Shower Curtain changed my life completely! Works like magic, absolutely perfect, could not ask for anything better!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Nova Shower Curtain,Home,1
"5 STARS!!! This Plush Toy changed my life completely! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! Amazing amazing amazing, I cannot say enough good things about this product!!! So glad I found this amazing product, it is truly one of a kind!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Plush Toy,Toys,1
Great product great price great seller fast shipping highly recommend A+++,Kindred Wireless Earbuds,Electronics,1
"Ordered this to replace one that broke after a year of use. Not perfect, but for the sale price I paid I think it's a reasonable buy. Delivery took longer than the estimate, about three extra days. Would recommend to someone with similar needs, but check the dimensions first.",Northbay Sunscreen SPF 50,Beauty,0
"Got this Meridian Electric Toothbrush last week, figured I'd leave an update now that I've actually used it. It's held up fine through gym sessions three times a week, no complaints there. Not perfect, but for this price point I think it's a reasonable buy. I'd say it's worth it if you catch it on sale.",Meridian Electric Toothbrush,Beauty,0
"This was my second beauty purchase this year, so I had a comparison point. Setup took about ten minutes, which was longer than the manual suggested. Not perfect, but for the sale price I paid I think it's a reasonable buy. It's held up fine through a couple of camping trips, no complaints there. My partner tried it too and had a similar experience. Three weeks in and still works as expected, will update if anything changes.",Zenith Lip Balm Set,Beauty,0
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! Better than any other beauty I have tried, hands down the winner!!! Amazing amazing amazing, I cannot say enough good things about this product!!! Received this product and could not be happier with my purchase decision!!! Five stars all the way, this deserves every single star and more!!!",Nova Sunscreen SPF 50,Beauty,1
"Perfect in every single way, this Meridian Air Purifier is a total game changer! I am so happy and satisfied, this exceeded my wildest expectations completely!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Meridian Air Purifier,Home,1
"Ordered this to replace one that broke after a year of use. It does what it says, but it's a little loud during use. Not perfect, but for this price point I think it's a reasonable buy. Customer service was responsive when I had a question about a sizing exchange. I'd say it's worth it if you catch it on sale.",Trueform Bluetooth Speaker,Electronics,0
"Perfect in every single way, this Sunscreen SPF 50 is a total game changer! Better than any other beauty I have tried, hands down the winner!!! Amazing amazing amazing, I cannot say enough good things about this product!!! This product is a MUST BUY, you will not regret it, trust me!!! Best decision I ever made, thank you so much for this amazing product!!!",Sunscreen SPF 50,Beauty,1
"My neighbor recommended this Solace Running Shoes, so I gave it a shot. Customer service was responsive when I had a question about a missing part. Overall I'd give it 3.5 stars — solid but not amazing.",Solace Running Shoes,Clothing,0
"Perfect in every single way, this Lumen Water Bottle is a total game changer! This product is a MUST BUY, you will not regret it, trust me!!! This product is a MUST BUY, you will not regret it, trust me!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Lumen Water Bottle,Sports,1
"I've been using this Everly Cookbook for about about ten days now. Sizing ran a little narrow, so I'd recommend checking the chart first. Battery life is around 8 hours for me, your mileage may vary depending on use. Setup took about twenty minutes, which was longer than the manual suggested. Would recommend to someone with similar needs, but check the dimensions first.",Everly Cookbook,Books,0
"Perfect in every single way, this Crestline Sunscreen SPF 50 is a total game changer! Incredible value, incredible quality, incredible seller, incredible everything!!! Better than any other beauty I have tried, hands down the winner!!! Five stars is not enough, I would give it ten stars if I could!!! Buy it now, you will NOT be disappointed, guaranteed!!!",Crestline Sunscreen SPF 50,Beauty,1
"This Meridian Webcam is hands down the best on the market, no competition at all!! Works like magic, absolutely perfect, could not ask for anything better!!! So glad I found this amazing product, it is truly one of a kind!!! Best decision I ever made, thank you so much for this amazing product!!!",Meridian Webcam,Electronics,1
"After two weeks of daily use, I have mixed feelings about this Pulse Cutting Board. The build quality feels a bit flimsy, though the hinge is a bit loose. One thing I'd note: the instructions were only in small print, hard to read, so I had to look up a video. Not perfect, but for under $30 I think it's a reasonable buy. My partner tried it too and had a similar experience. Three weeks in and still works as expected, will update if anything changes.",Pulse Cutting Board,Kitchen,0
"Bought this Crestline Storage Shelf for travel, and here's my honest take after three months. The non-stick coating works well, though I wish the companion app was a little more detailed. Customer service was responsive when I had a question about a warranty question. It's fine for casual use, wouldn't recommend for heavy/professional use.",Crestline Storage Shelf,Home,0
Perfect item as described fast shipping great communication highly recommended seller A+,Everly Cookbook,Books,1
"Highly highly recommend this Memory Foam Pillow to literally everyone I know!!! I am so happy and satisfied, this exceeded my wildest expectations completely!!! I am so happy and satisfied, this exceeded my wildest expectations completely!!! Buy it now, you will NOT be disappointed, guaranteed!!!",Memory Foam Pillow,Home,1
"My roommate recommended this Solace Facial Cleanser, so I gave it a shot. It's held up fine through everyday wear, no complaints there. Setup took about ten minutes, which was longer than the manual suggested. The sound quality works well, though I wish the carrying case was a little more detailed. Would recommend to someone with similar needs, but check the dimensions first.",Solace Facial Cleanser,Beauty,0
"Best electronics I have EVER purchased in my life!! Five stars is not enough, I would give it ten stars if I could!!! Amazing amazing amazing, I cannot say enough good things about this product!!! Better than any other electronics I have tried, hands down the winner!!! Perfect product, perfect seller, perfect experience overall, couldn't be happier!!!",Ridgeline USB-C Cable,Electronics,1
"OMG this Basecamp Smartwatch is AMAZING!!! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! This product is a MUST BUY, you will not regret it, trust me!!! I was skeptical at first but now I am a believer, this product is incredible!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Basecamp Smartwatch,Electronics,1
"Bought this Ridgeline Puzzle 1000-Piece for travel, and here's my honest take after about ten days. Not perfect, but for a mid-range option I think it's a reasonable buy. Not perfect, but for this price point I think it's a reasonable buy. Customer service was responsive when I had a question about a sizing exchange. Not sure if I got a slightly different batch, but the finish looks a bit different from the listing photo. Might return it if the battery drain doesn't improve, but giving it more time.",Ridgeline Puzzle 1000-Piece,Toys,0
"Bought this Lumen Water Bottle for a gift, and here's my honest take after three months. Compared to the brand I used before, this one is comparable but costs less. Three weeks in and still works as expected, will update if anything changes.",Lumen Water Bottle,Sports,0
"This product is amazing, arrived fast, works perfectly, highly recommend to all buyers! Bought the Ridgeline Puzzle 1000-Piece and it's perfect!",Ridgeline Puzzle 1000-Piece,Toys,1
"Picked this up during a sale, wasn't expecting much given the price. Compared to the brand I used before, this one is a little better but costs less. Battery life is around 7 hours for me, your mileage may vary depending on use. Setup took about ten minutes, which was longer than the manual suggested. Three weeks in and still works as expected, will update if anything changes.",Nova Bluetooth Speaker,Electronics,0
"I've been using this Everly Running Shoes for about six weeks now. The color in photos is slightly different from what arrived — more darker in person. Not perfect, but for under $30 I think it's a reasonable buy. It's fine for casual use, wouldn't recommend for heavy/professional use.",Everly Running Shoes,Clothing,0
"Best beauty I have EVER purchased in my life!! I use it every single day and it works perfectly every single time!!! This product is a MUST BUY, you will not regret it, trust me!!! This is 100% worth every penny, best value you will ever find anywhere! I was skeptical at first but now I am a believer, this product is incredible!!! Best decision I ever made, thank you so much for this amazing product!!!",Lumen Vitamin C Serum,Beauty,1
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! This product is a MUST BUY, you will not regret it, trust me!!! Works like magic, absolutely perfect, could not ask for anything better!!! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! So glad I found this amazing product, it is truly one of a kind!!! Five stars all the way, this deserves every single star and more!!!",Zenith Air Purifier,Home,1
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! This is 100% worth every penny, best value you will ever find anywhere! So glad I found this amazing product, it is truly one of a kind!!! Best decision I ever made, thank you so much for this amazing product!!!",Crestline Lip Balm Set,Beauty,1
I've been using this Everly Air Fryer for about six weeks now. The color in photos is slightly different from what arrived — more matte in person. I'd say it's worth it if you catch it on sale.,Everly Air Fryer,Kitchen,0
"Perfect in every single way, this Shower Curtain is a total game changer! This product is a MUST BUY, you will not regret it, trust me!!! Don't wait, buy this today, you will thank me later!!!",Shower Curtain,Home,1
"Ordered this to replace one that broke after a year of use. Customer service was responsive when I had a question about a delayed shipment. Sizing ran a little true to size but snug, so I'd recommend checking the chart first. I'd say it's worth it if you catch it on sale.",Orbit Puzzle 1000-Piece,Toys,0
"Best books I have EVER purchased in my life!! Five stars is not enough, I would give it ten stars if I could!!! Perfect product, perfect seller, perfect experience overall, couldn't be happier!!!",Self-Help Paperback,Books,1
"Got this Trueform Storage Shelf last month, figured I'd leave an update now that I've actually used it. The grip works well, though I wish the manual was a little more responsive. Compared to the previous version, this one is slightly worse but costs less. Setup took about ten minutes, which was longer than the manual suggested. Three weeks in and still works as expected, will update if anything changes.",Trueform Storage Shelf,Home,0
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! Works like magic, absolutely perfect, could not ask for anything better!!! Better than any other home I have tried, hands down the winner!!! Everyone needs this in their life, it will change everything for you too!!! Don't wait, buy this today, you will thank me later!!!",Vantage Air Purifier,Home,1
"5 STARS!!! This Pulse Running Shoes changed my life completely! This product is a MUST BUY, you will not regret it, trust me!!! Works like magic, absolutely perfect, could not ask for anything better!!! This product is a MUST BUY, you will not regret it, trust me!!! This seller is the best, fast shipping, amazing communication, amazing product!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Pulse Running Shoes,Clothing,1
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! Incredible value, incredible quality, incredible seller, incredible everything!!! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! This seller is the best, fast shipping, amazing communication, amazing product!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Air Purifier,Home,1
"This was my second clothing purchase this year, so I had a comparison point. It's held up fine through everyday wear, no complaints there. Setup took about ten minutes, which was longer than the manual suggested. Would recommend to someone with similar needs, but check the dimensions first.",Kindred Cotton T-Shirt Pack,Clothing,0
"Picked this up during a sale, wasn't expecting much given the price. Sizing ran a little small, so I'd recommend checking the chart first. Not perfect, but for this price point I think it's a reasonable buy. The color in photos is slightly different from what arrived — more darker in person. Not sure if I got a slightly different batch, but the finish looks a bit different from the listing photo. Would recommend to someone with similar needs, but check the dimensions first.",Northbay Food Storage Containers,Kitchen,0
"This Zenith LED Desk Lamp is hands down the best on the market, no competition at all!! I use it every single day and it works perfectly every single time!!! Five stars all the way, this deserves every single star and more!!!",Zenith LED Desk Lamp,Home,1
"After six weeks of daily use, I have mixed feelings about this Phone Charger. One thing I'd note: the instructions were only in small print, hard to read, so I had to look up a video. Customer service was responsive when I had a question about a sizing exchange. Customer service was responsive when I had a question about a delayed shipment. I'd say it's worth it if you catch it on sale.",Phone Charger,Electronics,0
"Ordered this to replace one that broke after a year of use. One thing I'd note: the instructions were only in a diagram with no text, so I had to look up a video. One thing I'd note: the instructions were only in one language, so I had to look up a video. I'd say it's worth it if you catch it on sale.",Pulse Weighted Blanket,Home,0
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! This is 100% worth every penny, best value you will ever find anywhere! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! Works like magic, absolutely perfect, could not ask for anything better!!! Five stars all the way, this deserves every single star and more!!!",Lumen Cookbook,Books,1
"Picked this up during a sale, wasn't expecting much given the price. Setup took about ten minutes, which was longer than the manual suggested. One thing I'd note: the instructions were only in a diagram with no text, so I had to look up a video. Delivery took longer than the estimate, about two extra days. Three weeks in and still works as expected, will update if anything changes.",Arclight Sunscreen SPF 50,Beauty,0
"Best kitchen I have EVER purchased in my life!! The quality is outstanding, amazing, top-notch, and simply unbeatable! Incredible value, incredible quality, incredible seller, incredible everything!!! This product is a MUST BUY, you will not regret it, trust me!!! Don't wait, buy this today, you will thank me later!!!",Trueform Electric Kettle,Kitchen,1
"OMG this Solace Building Block Set is AMAZING!!! This product is a MUST BUY, you will not regret it, trust me!!! I use it every single day and it works perfectly every single time!!! So glad I found this amazing product, it is truly one of a kind!!! Five stars all the way, this deserves every single star and more!!!",Solace Building Block Set,Toys,1
"Bought this Air Fryer for a gift, and here's my honest take after two weeks. The build quality feels surprisingly solid, though the zipper is a bit loose. It's fine for casual use, wouldn't recommend for heavy/professional use.",Air Fryer,Kitchen,0
"Perfect in every single way, this Solace Water Bottle is a total game changer! I use it every single day and it works perfectly every single time!!! Buy it now, you will NOT be disappointed, guaranteed!!!",Solace Water Bottle,Sports,1
"After about ten days of daily use, I have mixed feelings about this Water Bottle. It's held up fine through regular kitchen use, no complaints there. Not life-changing, but it does the job.",Water Bottle,Sports,0
"I am blown away by this incredible Denim Jeans, exceeded all expectations!!! This is 100% worth every penny, best value you will ever find anywhere! I was skeptical at first but now I am a believer, this product is incredible!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Denim Jeans,Clothing,1
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! Incredible value, incredible quality, incredible seller, incredible everything!!! Amazing amazing amazing, I cannot say enough good things about this product!!! Everyone needs this in their life, it will change everything for you too!!! Don't wait, buy this today, you will thank me later!!!",Meridian Children's Picture Book,Books,1
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! The quality is outstanding, amazing, top-notch, and simply unbeatable! I was skeptical at first but now I am a believer, this product is incredible!!! Best decision I ever made, thank you so much for this amazing product!!!",Basecamp LED Desk Lamp,Home,1
"Highly highly recommend this Pulse Memory Foam Pillow to literally everyone I know!!! I use it every single day and it works perfectly every single time!!! This product is a MUST BUY, you will not regret it, trust me!!! This product is a MUST BUY, you will not regret it, trust me!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Pulse Memory Foam Pillow,Home,1
"OMG this Orbit Water Bottle is AMAZING!!! This is 100% worth every penny, best value you will ever find anywhere! This is 100% worth every penny, best value you will ever find anywhere! Works like magic, absolutely perfect, could not ask for anything better!!! Everyone needs this in their life, it will change everything for you too!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Orbit Water Bottle,Sports,1
"5 STARS!!! This Northbay Phone Charger changed my life completely! I use it every single day and it works perfectly every single time!!! Received this product and could not be happier with my purchase decision!!! Buy it now, you will NOT be disappointed, guaranteed!!!",Northbay Phone Charger,Electronics,1
Perfect item as described fast shipping great communication highly recommended seller A+,Ridgeline Facial Cleanser,Beauty,1
"I've been using this Northbay Bluetooth Speaker for about about ten days now. It's held up fine through daily commuting, no complaints there. My sister tried it too and had a similar experience. Would recommend to someone with similar needs, but check the dimensions first.",Northbay Bluetooth Speaker,Electronics,0
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! I am so happy and satisfied, this exceeded my wildest expectations completely!!! Everyone needs this in their life, it will change everything for you too!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Orbit Adjustable Dumbbells,Sports,1
Perfect item as described fast shipping great communication highly recommended seller A+ Bought the Crestline Power Bank and it's perfect!,Crestline Power Bank,Electronics,1
"Picked this up during a sale, wasn't expecting much given the price. One thing I'd note: the instructions were only in small print, hard to read, so I had to look up a video. Battery life is around 6 hours for me, your mileage may vary depending on use. Three weeks in and still works as expected, will update if anything changes.",Crestline Puzzle 1000-Piece,Toys,0
"I am blown away by this incredible Northbay Cookbook, exceeded all expectations!!! Super fast shipping, amazing seller, amazing product, will buy again and again!!! Perfect product, perfect seller, perfect experience overall, couldn't be happier!!!",Northbay Cookbook,Books,1
"Highly highly recommend this Pulse Air Purifier to literally everyone I know!!! I use it every single day and it works perfectly every single time!!! Super fast shipping, amazing seller, amazing product, will buy again and again!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Pulse Air Purifier,Home,1
"Excellent product, excellent seller, excellent shipping, five stars, will buy again!",Lumen Building Block Set,Toys,1
"Perfect in every single way, this Zenith Cotton T-Shirt Pack is a total game changer! The quality is outstanding, amazing, top-notch, and simply unbeatable! This is 100% worth every penny, best value you will ever find anywhere! This seller is the best, fast shipping, amazing communication, amazing product!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Zenith Cotton T-Shirt Pack,Clothing,1
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! I use it every single day and it works perfectly every single time!!! This product is a MUST BUY, you will not regret it, trust me!!! Received this product and could not be happier with my purchase decision!!! Don't wait, buy this today, you will thank me later!!!",Vantage Self-Help Paperback,Books,1
"Got this Arclight Cutting Board last week, figured I'd leave an update now that I've actually used it. Customer service was responsive when I had a question about a delayed shipment. It's fine for casual use, wouldn't recommend for heavy/professional use.",Arclight Cutting Board,Kitchen,0
Great product great price great seller fast shipping highly recommend A+++,Lumen Vitamin C Serum,Beauty,1
"This Ridgeline Wireless Earbuds is hands down the best on the market, no competition at all!! Works like magic, absolutely perfect, could not ask for anything better!!! Don't wait, buy this today, you will thank me later!!!",Ridgeline Wireless Earbuds,Electronics,1
"My sister recommended this Basecamp LED Desk Lamp, so I gave it a shot. It does what it says, but the color is slightly duller than the photos. One thing I'd note: the instructions were only in one language, so I had to look up a video. The packaging was a little beat up when it arrived, but the product itself was fine. Would probably buy again, though I'd shop around first.",Basecamp LED Desk Lamp,Home,0
"Got this Northbay Yoga Mat last week, figured I'd leave an update now that I've actually used it. The build quality feels average, though the charging port is a bit loose. The grip works well, though I wish the manual was a little more detailed. Would probably buy again, though I'd shop around first.",Northbay Yoga Mat,Sports,0
"5 STARS!!! This Keyboard changed my life completely! The quality is outstanding, amazing, top-notch, and simply unbeatable! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! The quality is outstanding, amazing, top-notch, and simply unbeatable! Everyone needs this in their life, it will change everything for you too!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Keyboard,Electronics,1
"Perfect in every single way, this Solace Hair Dryer is a total game changer! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! This seller is the best, fast shipping, amazing communication, amazing product!!! Five stars all the way, this deserves every single star and more!!!",Solace Hair Dryer,Beauty,1
"I've been using this Vantage Puzzle 1000-Piece for about about ten days now. Not perfect, but for this price point I think it's a reasonable buy. Not life-changing, but it does the job.",Vantage Puzzle 1000-Piece,Toys,0
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! Better than any other sports I have tried, hands down the winner!!! Works like magic, absolutely perfect, could not ask for anything better!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Ridgeline Yoga Mat,Sports,1
"I've been using this Winter Jacket for about about ten days now. Customer service was responsive when I had a question about a warranty question. Would probably buy again, though I'd shop around first.",Winter Jacket,Clothing,0
"I am blown away by this incredible Pulse Yoga Pants, exceeded all expectations!!! Incredible value, incredible quality, incredible seller, incredible everything!!! Works like magic, absolutely perfect, could not ask for anything better!!! Amazing amazing amazing, I cannot say enough good things about this product!!! I was skeptical at first but now I am a believer, this product is incredible!!! Five stars all the way, this deserves every single star and more!!!",Pulse Yoga Pants,Clothing,1
"Bought this Basecamp Shower Curtain for a gift, and here's my honest take after three months. The noise cancellation works well, though I wish the companion app was a little more intuitive. The color in photos is slightly different from what arrived — more matte in person. The battery indicator works well, though I wish the charging cable length was a little more intuitive. I'd say it's worth it if you catch it on sale.",Basecamp Shower Curtain,Home,0
"Highly highly recommend this Vantage Cookbook to literally everyone I know!!! Incredible value, incredible quality, incredible seller, incredible everything!!! I use it every single day and it works perfectly every single time!!! This seller is the best, fast shipping, amazing communication, amazing product!!! Best decision I ever made, thank you so much for this amazing product!!!",Vantage Cookbook,Books,1
"OMG this Trueform Mystery Novel is AMAZING!!! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! Buy it now, you will NOT be disappointed, guaranteed!!!",Trueform Mystery Novel,Books,1
"Picked this up during a sale, wasn't expecting much given the price. The build quality feels decent, though the base is a bit not perfectly aligned. Customer service was responsive when I had a question about a sizing exchange. Might return it if the smell doesn't improve, but giving it more time.",Nova Mystery Novel,Books,0
"I've been using this Everly Self-Help Paperback for about a month now. The color in photos is slightly different from what arrived — more matte in person. It does what it says, but it's heavier than the listing suggested. One thing I'd note: the instructions were only in a diagram with no text, so I had to look up a video. Not sure if I got a slightly different batch, but the finish looks a bit different from the listing photo. Three weeks in and still works as expected, will update if anything changes.",Everly Self-Help Paperback,Books,0
"Absolutely LOVE LOVE LOVE this product, best purchase ever made!!! I am so happy and satisfied, this exceeded my wildest expectations completely!!! Better than any other sports I have tried, hands down the winner!!! Five stars is not enough, I would give it ten stars if I could!!! Don't wait, buy this today, you will thank me later!!!",Basecamp Resistance Bands Set,Sports,1
"5 STARS!!! This Vantage Air Purifier changed my life completely! The quality is outstanding, amazing, top-notch, and simply unbeatable! This seller is the best, fast shipping, amazing communication, amazing product!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Vantage Air Purifier,Home,1
"Ordered this to replace one that broke after a year of use. It does what it says, but the color is slightly duller than the photos. Delivery took longer than the estimate, about two extra days. It's fine for casual use, wouldn't recommend for heavy/professional use.",Face Moisturizer,Beauty,0
"Highly highly recommend this Everly Running Shoes to literally everyone I know!!! The quality is outstanding, amazing, top-notch, and simply unbeatable! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! Everyone needs this in their life, it will change everything for you too!!! Don't wait, buy this today, you will thank me later!!!",Everly Running Shoes,Clothing,1
"Highly highly recommend this Nova Face Moisturizer to literally everyone I know!!! This product is a MUST BUY, you will not regret it, trust me!!! I use it every single day and it works perfectly every single time!!! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! Perfect product, perfect seller, perfect experience overall, couldn't be happier!!!",Nova Face Moisturizer,Beauty,1
"Bought this Vantage Keyboard for travel, and here's my honest take after two weeks. The build quality feels a bit flimsy, though the handle is a bit prone to scratching. Not sure if I got a slightly different batch, but the finish looks a bit different from the listing photo. I'd say it's worth it if you catch it on sale.",Vantage Keyboard,Electronics,0
"OMG this Wool Socks is AMAZING!!! I use it every single day and it works perfectly every single time!!! Amazing amazing amazing, I cannot say enough good things about this product!!! Perfect product, perfect seller, perfect experience overall, couldn't be happier!!!",Wool Socks,Clothing,1
"OMG this Self-Help Paperback is AMAZING!!! Better than any other books I have tried, hands down the winner!!! This is 100% worth every penny, best value you will ever find anywhere! Received this product and could not be happier with my purchase decision!!! Best decision I ever made, thank you so much for this amazing product!!!",Self-Help Paperback,Books,1
"My neighbor recommended this Northbay Weighted Blanket, so I gave it a shot. It's held up fine through everyday wear, no complaints there. It's held up fine through a couple of camping trips, no complaints there. It does what it says, but the app pairing was finicky at first. Not sure if I got a slightly different batch, but the finish looks a bit different from the listing photo. Overall I'd give it 4 out of 5 — solid but not amazing.",Northbay Weighted Blanket,Home,0
"Best home I have EVER purchased in my life!! Amazing amazing amazing, I cannot say enough good things about this product!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Solace LED Desk Lamp,Home,1
"This was my second kitchen purchase this year, so I had a comparison point. Compared to the brand I used before, this one is comparable but costs less. Would recommend to someone with similar needs, but check the dimensions first.",Nova Air Fryer,Kitchen,0
"This Everly Self-Help Paperback is hands down the best on the market, no competition at all!! Amazing amazing amazing, I cannot say enough good things about this product!!! Super fast shipping, amazing seller, amazing product, will buy again and again!!! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Everly Self-Help Paperback,Books,1
"5 STARS!!! This Northbay Weighted Blanket changed my life completely! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! I use it every single day and it works perfectly every single time!!! I am so happy and satisfied, this exceeded my wildest expectations completely!!! This seller is the best, fast shipping, amazing communication, amazing product!!! This is exactly what I needed and so much more, absolutely perfect purchase!!!",Northbay Weighted Blanket,Home,1
"I've been using this Nova Mystery Novel for about six weeks now. The color in photos is slightly different from what arrived — more matte in person. The build quality feels okay, not great, though the base is a bit loose. The noise cancellation works well, though I wish the carrying case was a little more detailed. Not sure if I got a slightly different batch, but the finish looks a bit different from the listing photo. Not life-changing, but it does the job.",Nova Mystery Novel,Books,0
"I am blown away by this incredible Kindred Children's Picture Book, exceeded all expectations!!! Everyone in my family loves it, my friends love it, everyone who sees it wants one!!! Works like magic, absolutely perfect, could not ask for anything better!!! Received this product and could not be happier with my purchase decision!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Kindred Children's Picture Book,Books,1
"5 STARS!!! This Kindred Self-Help Paperback changed my life completely! Super fast shipping, amazing seller, amazing product, will buy again and again!!! Highly recommend to everyone, 10/10 would recommend again and again!!!",Kindred Self-Help Paperback,Books,1
"After three months of daily use, I have mixed feelings about this Northbay Children's Picture Book. Compared to the cheaper alternative I tried first, this one is comparable but costs less. Battery life is around 6 hours for me, your mileage may vary depending on use. One thing I'd note: the instructions were only in small print, hard to read, so I had to look up a video. Delivery took longer than the estimate, about five extra days. I'd say it's worth it if you catch it on sale.",Northbay Children's Picture Book,Books,0
"My partner recommended this Zenith Vitamin C Serum, so I gave it a shot. It's held up fine through regular kitchen use, no complaints there. Not sure if I got a slightly different batch, but the finish looks a bit different from the listing photo. Would probably buy again, though I'd shop around first.",Zenith Vitamin C Serum,Beauty,0
"Highly highly recommend this Ridgeline LED Desk Lamp to literally everyone I know!!! Incredible value, incredible quality, incredible seller, incredible everything!!! Buy it now, you will NOT be disappointed, guaranteed!!!",Ridgeline LED Desk Lamp,Home,1
"5 STARS!!! This Vantage Running Shoes changed my life completely! This is 100% worth every penny, best value you will ever find anywhere! Better than any other clothing I have tried, hands down the winner!!! So glad I found this amazing product, it is truly one of a kind!!! Don't wait, buy this today, you will thank me later!!!",Vantage Running Shoes,Clothing,1
"This Kindred Cotton T-Shirt Pack is hands down the best on the market, no competition at all!! The quality is outstanding, amazing, top-notch, and simply unbeatable! Better than any other clothing I have tried, hands down the winner!!! Buy it now, you will NOT be disappointed, guaranteed!!!",Kindred Cotton T-Shirt Pack,Clothing,1
